key	scope	ko	en
charging.fee.h2.compare.row.gasoline	charging	<td><strong>가솔린 (쏘나타)</strong></td><td>12km/L</td><td class="num">125L</td><td class="num">1,740원/L</td><td class="num">217,500원</td><td class="num">2,610,000원</td><td>기준 (100%)</td>	<td><strong>Gasoline (Sonata)</strong></td><td>12 km/L</td><td class="num">125 L</td><td class="num">1,740 KRW/L</td><td class="num">217,500 KRW</td><td class="num">2,610,000 KRW</td><td>Baseline (100%)</td>
charging.fee.h2.compare.row.h2_nexo	charging	<td><strong>수소차 (NEXO)</strong></td><td>96km/kg</td><td class="num">15.6kg</td><td class="num">9,500원/kg</td><td class="num" style="color:var(--color-primary-700);font-weight:700;">148,200원</td><td class="num" style="color:var(--color-primary-700);font-weight:700;">1,778,400원</td><td style="color:var(--color-primary-700);font-weight:700;">-32% 절감</td>	<td><strong>FCEV (NEXO)</strong></td><td>96 km/kg</td><td class="num">15.6 kg</td><td class="num">9,500 KRW/kg</td><td class="num" style="color:var(--color-primary-700);font-weight:700;">148,200 KRW</td><td class="num" style="color:var(--color-primary-700);font-weight:700;">1,778,400 KRW</td><td style="color:var(--color-primary-700);font-weight:700;">-32% saved</td>
charging.fee.h2.compare.title	charging	에너지원별 연료비 비교 (월 1,500km 기준)	Fuel Cost Comparison by Energy Source (Based on 1,500 km/month)
charging.fee.h2.kpi.avg.label	charging	2026년 평균	2026 Average
charging.fee.h2.kpi.avg.unit	charging	원/kg	KRW/kg
charging.fee.h2.kpi.bus.label	charging	버스 1회 충전	Bus 1 Charge
charging.fee.h2.kpi.bus.trend	charging	40kg · 500km 주행	40 kg · 500 km range
charging.fee.h2.kpi.nexo.label	charging	승용 NEXO 1회 충전	NEXO Passenger 1 Charge
charging.fee.h2.kpi.nexo.trend	charging	6.33kg · 609km 주행	6.33 kg · 609 km range
charging.fee.h2.kpi.nexo.unit	charging	원	KRW
charging.fee.h2.kpi.perkm.label	charging	km당 충전비	Charging Cost per km
charging.fee.h2.kpi.perkm.unit	charging	원/km	KRW/km
charging.fee.h2.lead	charging	전국 수소충전소의 사업자별 요금과 차량별 1회 충전비, 충전 방식별 특징을 안내합니다.	Operator-by-operator hydrogen station rates, per-vehicle single-fill cost, and charging method characteristics nationwide.
charging.fee.h2.op.cohygen	charging	코하이젠	KOHYGEN
charging.fee.h2.op.gscaltex	charging	GS칼텍스	GS Caltex
charging.fee.h2.op.hynet	charging	하이넷	HyNet
charging.fee.h2.op.hyosung	charging	효성	Hyosung
charging.fee.h2.op.hyundaimobis	charging	현대모비스	Hyundai Mobis
charging.fee.h2.op.skenergy	charging	SK에너지	SK Energy
charging.fee.h2.opsum.col.commercial	charging	상용 요금	Commercial Rate
charging.fee.h2.opsum.col.gov	charging	정부 지원	Gov. Support
charging.fee.h2.opsum.col.note	charging	비고	Note
charging.fee.h2.opsum.col.operator	charging	사업자	Operator
charging.fee.h2.opsum.col.passenger	charging	승용 요금	Passenger Rate
charging.fee.h2.opsum.col.stations	charging	운영 충전소	Operating Stations
charging.fee.h2.opsum.header	charging	<th>사업자</th><th>운영 충전소</th><th class="num">승용 요금</th><th class="num">상용 요금</th><th>정부 지원</th><th>비고</th>	<th>Operator</th><th>Operating Stations</th><th class="num">Passenger Rate</th><th class="num">Commercial Rate</th><th>Gov. Support</th><th>Note</th>
charging.fee.h2.opsum.row.cohygen	charging	<td><strong>코하이젠</strong></td><td>전국 42개소</td><td class="num">9,800원/kg</td><td class="num">9,500원/kg</td><td>수소버스 보조</td><td>가장 많은 충전소</td>	<td><strong>KOHYGEN</strong></td><td>42 stations nationwide</td><td class="num">9,800 KRW/kg</td><td class="num">9,500 KRW/kg</td><td>Hydrogen bus subsidy</td><td>Most stations</td>
charging.fee.h2.opsum.row.gscaltex	charging	<td><strong>GS칼텍스</strong></td><td>전국 18개소</td><td class="num">9,700원/kg</td><td class="num">-</td><td>-</td><td>고속도로 휴게소</td>	<td><strong>GS Caltex</strong></td><td>18 stations nationwide</td><td class="num">9,700 KRW/kg</td><td class="num">-</td><td>-</td><td>Highway rest stops</td>
charging.fee.h2.opsum.row.hynet	charging	<td><strong>하이넷</strong></td><td>전국 38개소</td><td class="num">9,500원/kg</td><td class="num">9,200원/kg</td><td>공공 주도</td><td>수도권 집중</td>	<td><strong>HyNet</strong></td><td>38 stations nationwide</td><td class="num">9,500 KRW/kg</td><td class="num">9,200 KRW/kg</td><td>Public-led</td><td>Concentrated in capital region</td>
charging.fee.h2.opsum.row.hyosung	charging	<td><strong>효성</strong></td><td>전국 28개소</td><td class="num">9,600원/kg</td><td class="num">9,400원/kg</td><td>민관협력</td><td>산업단지 인접</td>	<td><strong>Hyosung</strong></td><td>28 stations nationwide</td><td class="num">9,600 KRW/kg</td><td class="num">9,400 KRW/kg</td><td>Public-private partnership</td><td>Near industrial complexes</td>
charging.fee.h2.opsum.row.hyundaimobis	charging	<td><strong>현대모비스</strong></td><td>전국 12개소</td><td class="num">9,500원/kg</td><td class="num">9,200원/kg</td><td>수소트럭 전용</td><td>물류단지 인근</td>	<td><strong>Hyundai Mobis</strong></td><td>12 stations nationwide</td><td class="num">9,500 KRW/kg</td><td class="num">9,200 KRW/kg</td><td>Hydrogen truck dedicated</td><td>Near logistics complexes</td>
charging.fee.h2.opsum.row.skenergy	charging	<td><strong>SK에너지</strong></td><td>전국 22개소</td><td class="num">9,800원/kg</td><td class="num">-</td><td>-</td><td>주유소 병설</td>	<td><strong>SK Energy</strong></td><td>22 stations nationwide</td><td class="num">9,800 KRW/kg</td><td class="num">-</td><td>-</td><td>Co-located with gas stations</td>
charging.fee.h2.opsum.title	charging	사업자별 수소 충전 요금 (요약)	Hydrogen Rates by Operator (Summary)
charging.fee.h2.opt.all	charging	전체	All
charging.fee.h2.opt.alloperators	charging	전체 사업자	All Operators
charging.fee.h2.opt.sigungu.pre	charging	시·도를 먼저 선택	Select province/city first
charging.fee.h2.page.next	charging	다음 페이지	Next page
charging.fee.h2.page.prev	charging	이전 페이지	Previous page
charging.fee.h2.result.count.prefix	charging	총	Total
charging.fee.h2.result.count.suffix	charging	건의 수소충전소 요금 결과	hydrogen station rate results
charging.fee.h2.result.csv	charging	CSV 다운로드	Download CSV
charging.fee.h2.result.xlsx	charging	Excel 다운로드	Download Excel
charging.fee.h2.search.btn	charging	검색	Search
charging.fee.h2.search.keyword	charging	충전소명·주소	Station Name / Address
charging.fee.h2.search.keyword.ph	charging	충전소명 또는 주소 키워드	Station name or address keyword
charging.fee.h2.search.meta	charging	전국 162개소 · 2026.04.20 갱신 · 5분 주기 자동 동기화	162 stations nationwide · Updated 2026.04.20 · Auto-sync every 5 min
charging.fee.h2.search.operator	charging	사업자	Operator
charging.fee.h2.search.reset	charging	초기화	Reset
charging.fee.h2.search.sido	charging	시·도	Province/City
charging.fee.h2.search.sigungu	charging	시·군·구	District
charging.fee.h2.search.title	charging	수소충전소 요금 검색	Hydrogen Station Rate Search
charging.fee.h2.spec.350.desc	charging	버스·트럭 등 상용차용 표준. 1회 충전 약 10~15분, 평균 25~40kg 충전. 수소 버스·트럭 전용 인프라.	Standard for commercial buses and trucks. ~10-15 min per charge, avg. 25-40 kg. Dedicated infrastructure for hydrogen buses/trucks.
charging.fee.h2.spec.350.title	charging	350bar (상용)	350 bar (Commercial)
charging.fee.h2.spec.700.desc	charging	승용·SUV 수소차용 표준. 1회 충전 약 5분 소요, 평균 5~6kg 충전. NEXO·Mirai 등 대부분 승용 수소차에 적용.	Standard for passenger/SUV FCEVs. ~5 min per charge, avg. 5-6 kg. Used by NEXO, Mirai, and most passenger FCEVs.
charging.fee.h2.spec.700.title	charging	700bar (승용)	700 bar (Passenger)
charging.fee.h2.spec.both.desc	charging	승용·상용 모두 지원하는 통합 충전소. 양재IC·광주 등 주요 거점 배치.	Combined stations supporting both passenger and commercial. Deployed at key hubs such as Yangjae IC and Gwangju.
charging.fee.h2.spec.both.title	charging	700bar + 350bar 겸용	700 bar + 350 bar Combined
charging.fee.h2.spec.title	charging	수소 충전 방식별 특징	Hydrogen Charging Methods
charging.fee.h2.title	charging	수소차 충전요금 안내	H2 Charging Fees
charging.fee.kpi.private.label	charging	민간 급속 평균	Private Fast Charger Avg.
charging.fee.kpi.private.note	charging	T-Index 등재 9개사 fast_m 평균	Average of 9 T-Index operators (fast_m)
charging.fee.kpi.public.label	charging	기후에너지환경부 공공 급속	MCEE Public Fast Charger
charging.fee.kpi.public.note	charging	50kW 미만 · 100kW이상 347.2원	Under 50kW · 100kW+ 347.2 KRW
charging.fee.kpi.public.unit	charging	원/kWh	 KRW/kWh
charging.fee.kpi.tindex.label	charging	T-Index 등재 사업자	T-Index Operators
charging.fee.kpi.tindex.note	charging	우수 19 · 보통 109 · 개선필요 31	Excellent 19 · Average 109 · Needs improvement 31
charging.fee.kpi.tindex.unit	charging	개사	 ops
charging.fee.kpi.total.label	charging	전국 충전기 합계	Total Chargers Nationwide
charging.fee.kpi.total.note	charging	tindex/data_v3.json 2026-04 기준	tindex/data_v3.json (as of Apr 2026)
charging.fee.kpi.total.unit	charging	기	
charging.fee.lead	charging	사업자별·시간대별 전기차 충전요금을 <strong>매트릭스로 비교</strong>하고, 로밍 요금과 월 예상 충전비를 시뮬레이션합니다.	<strong>Compare EV charging fees</strong> by operator and time slot, with roaming rates and monthly cost simulation.
charging.fee.matrix.aria.mem	charging	회원 구분	Membership type
charging.fee.matrix.aria.type	charging	요금 유형	Fee type
charging.fee.matrix.count	charging	22개 사업자	22 operators
charging.fee.matrix.favonly	charging	즐겨찾기만 보기	Favorites Only
charging.fee.matrix.mem.member	charging	회원	Member
charging.fee.matrix.mem.nonmember	charging	비회원	Non-member
charging.fee.matrix.note	charging	※ 출처: T-Index 투명성 지수 FEE_TABLE (2026-04-21 크롤링 검증) · 회원 요금 기준<br>※ 계절시간제는 한전 KEPCO 아파트 충전기에만 적용 · 완속 기준<br>※ 비회원 단일요금 미공시 사업자는 — 표시	※ Source: T-Index Transparency Index FEE_TABLE (verified 2026-04-21) · Member rate basis<br>※ Time-of-Use applies only to KEPCO apartment chargers · Slow basis<br>※ Operators not disclosing flat non-member rates shown as —
charging.fee.matrix.title	charging	사업자별 충전 요금 매트릭스	Charging Fee Matrix by Operator
charging.fee.matrix.type.basic	charging	기본요금	Standard
charging.fee.matrix.type.special	charging	지원·조건별	Conditional / Subsidized
charging.fee.matrix.type.tou	charging	계절시간제	Time-of-Use
charging.fee.matrix.unit	charging	(단위: 원/kWh)	(Unit: KRW/kWh)
charging.fee.op.cv	charging	채비	Chargev
charging.fee.op.ec	charging	이지차저	Easy Charger
charging.fee.op.ep	charging	이카플러그	EcaPlug
charging.fee.op.ev	charging	에버온	Everon
charging.fee.op.he	charging	한국전기차충전서비스(해피차저)	Happy Charger
charging.fee.op.hm	charging	휴맥스이브이	Humax EV
charging.fee.op.ja	charging	이브이시스	EV-Sys
charging.fee.op.ke	charging	한국전기차인프라기술	Korea EV Infrastructure Tech
charging.fee.op.kl	charging	클린일렉스	Clean Elex
charging.fee.op.kp	charging	한전 KEPCO	KEPCO
charging.fee.op.lu	charging	볼트업(LG U+)	Voltup (LG U+)
charging.fee.op.me	charging	기후부	MCEE
charging.fee.op.nt	charging	나이스차저	Nice Charger
charging.fee.op.pc	charging	아이파킹	iParking
charging.fee.op.pi	charging	GS차지비	GS Charge Bee
charging.fee.op.pl	charging	플러그링크	Plug Link
charging.fee.op.sf	charging	스타코프	Starcoff
charging.fee.op.st	charging	SK일렉링크	SK Elec Link
charging.fee.opmodal.close	charging	닫기	Close
charging.fee.opmodal.close.aria	charging	모달 닫기	Close modal
charging.fee.opmodal.source	charging	출처: T-Index FEE_TABLE 2026-04-21	Source: T-Index FEE_TABLE 2026-04-21
charging.fee.opt.all	charging	전체	All
charging.fee.opt.alloperators	charging	전체 사업자	All operators
charging.fee.opt.alloutput	charging	전체 출력	All outputs
charging.fee.opt.fast	charging	급속 (50~100kW)	Fast (50–100kW)
charging.fee.opt.member	charging	회원	Member
charging.fee.opt.nonmember	charging	비회원	Non-member
charging.fee.opt.slow	charging	완속 (3.5~11kW)	Slow (3.5–11kW)
charging.fee.opt.ultra	charging	초급속 (200kW 이상)	Ultra-fast (200kW+)
charging.fee.result.col.memrate	charging	회원 요금	Member Rate
charging.fee.result.col.no	charging	번호	No.
charging.fee.result.col.nonmemrate	charging	비회원 요금	Non-member Rate
charging.fee.result.col.operator	charging	사업자	Operator
charging.fee.result.col.output	charging	출력	Output
charging.fee.result.col.station	charging	충전소명 / 주소	Station Name / Address
charging.fee.result.col.status	charging	상태	Status
charging.fee.result.csv	charging	CSV 다운로드	CSV Download
charging.fee.result.prefix	charging	총	Total
charging.fee.result.suffix	charging	건의 충전소 요금 결과	 station fee results
charging.fee.result.xlsx	charging	Excel 다운로드	Excel Download
charging.fee.roaming.alert.body	charging	내 회원카드로 다른 사업자 충전기를 이용하는 것. 로밍 요금이 기본 요금에 추가됩니다. 기후부 통합카드는 모든 사업자 충전기 사용 가능 (로밍 수수료 없음).	Using another operator's charger with your membership card. Roaming fees are added to the base rate. MCEE integrated card has no roaming surcharge across all operators.
